track_name,artist_name,year,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence,language,mood,spotify_link
"Jag Mag (From ""Qaidi Band"")",Amit Trivedi,2023,0,0.146,0.865,0.795,7.74E-05,1,0.0571,-6.968,0.0889,108.023,0.881,Hindi,Happy,https://open.spotify.com/track/4ZRyUWoM8OjTrIRBrKvOMv
Boli Tujhse,Amit Trivedi,2023,0,0.532,0.602,0.415,0,2,0.122,-8.799,0.0359,81.978,0.477,Hindi,Calm,https://open.spotify.com/track/0R8qFeJm2w60b9zVbsrtZh
Meenaatchi Meenaatchi (Rendition) - SKODA Deccan Beats,Amit Trivedi,2023,0,0.319,0.75,0.883,0,11,0.0576,-5.311,0.261,160.033,0.655,Hindi,Energetic,https://open.spotify.com/track/56XAv8vzILNqm9GIsKbUz5
"Lakeerein (From ""Lakiro"")",Amit Trivedi,2023,0,0.126,0.629,0.427,0,2,0.358,-9.785,0.0293,120.068,0.434,Hindi,Neutral,https://open.spotify.com/track/3SW24LTlkClDb4blnDt1kK
"Aafaton Ke Parinde (From ""Ishaqzaade"")",Amit Trivedi,2023,0,0.0199,0.585,0.839,0,11,0.106,-7.315,0.106,155.017,0.478,Hindi,Neutral,https://open.spotify.com/track/4K1NgWDq5CoIrjDmtyt1BL
"I am India (From ""Qaidi Band"")",Amit Trivedi,2023,0,0.0662,0.801,0.794,2.56E-05,11,0.344,-6.796,0.205,133.941,0.913,Hindi,Happy,https://open.spotify.com/track/3F5s7RSNxe5CKUyhzH8JSZ
"Ghodey Pe Sawaar (From ""Qala"")",Amit Trivedi,2022,65,0.794,0.777,0.481,4.23E-05,3,0.265,-6.127,0.0274,102.003,0.814,Hindi,Neutral,https://open.spotify.com/track/1a8w8nlIyIhE2W1HIayKnl
Shauq,Amit Trivedi,2022,58,0.868,0.411,0.244,2.54E-05,7,0.128,-11.364,0.0349,139.935,0.248,Hindi,Sad,https://open.spotify.com/track/2I0MIQhICYnKHvaxUHYH49
Phero Na Najariya,Amit Trivedi,2022,51,0.881,0.641,0.369,5.68E-06,2,0.109,-7.514,0.0319,115.968,0.387,Hindi,Sad,https://open.spotify.com/track/6bngLYnL3AbtpXd7uPAMMd
Dosti,Amit Trivedi,2022,38,0.504,0.68,0.65,0.000624,5,0.108,-8.676,0.0389,149.952,0.555,Hindi,Energetic,https://open.spotify.com/track/26cHFZNNF8wXOYJSH2Si4B
"Jaikal Mahakal - From ""Goodbye""",Amit Trivedi,2022,52,0.48,0.754,0.546,0,1,0.142,-7.257,0.0399,119.958,0.579,Hindi,Neutral,https://open.spotify.com/track/4wfxLj241u9hD3i8zWi4if
Ghodey Pe Sawaar,Amit Trivedi,2022,54,0.794,0.777,0.481,4.23E-05,3,0.265,-6.127,0.0274,102.003,0.814,Hindi,Neutral,https://open.spotify.com/track/1a8w8nlIyIhE2W1HIayKnl
Manasu Maree,Amit Trivedi,2022,56,0.767,0.695,0.501,0.0041,11,0.106,-6.552,0.0316,120.076,0.511,Hindi,Neutral,https://open.spotify.com/track/57xczqwxDF0HZsuPyVEJXa
Nirbhau Nirvair,Amit Trivedi,2022,42,0.54,0.552,0.599,0.00192,8,0.084,-8.532,0.0506,80.181,0.439,Hindi,Neutral,https://open.spotify.com/track/57efukexqcKkzBc1X9eQUu
Rubaaiyaan,Amit Trivedi,2022,41,0.728,0.616,0.43,0,4,0.151,-7.563,0.0277,98.005,0.484,Hindi,Calm,https://open.spotify.com/track/0ceF2OyfoVe8IQeFcBXZg2
Atak Gaya - Acoustic,Amit Trivedi,2022,38,0.709,0.569,0.246,0.00398,4,0.109,-12.774,0.047,164.227,0.182,Hindi,Sad,https://open.spotify.com/track/7cR0Wtv9wfrxjSBJcohLpZ
"Chann Pardesi - From ""Goodbye""",Amit Trivedi,2022,34,0.851,0.652,0.33,0.00918,4,0.113,-11.416,0.0325,88.006,0.336,Hindi,Sad,https://open.spotify.com/track/0a2iNDaUm0hvutZuOnOMBM
Nirmohi,Amit Trivedi,2022,35,0.688,0.661,0.505,0.00216,7,0.111,-7.764,0.0248,82.003,0.236,Hindi,Neutral,https://open.spotify.com/track/2cysiOFvUASDRZdydWl1VQ
Shehnaiyan,Amit Trivedi,2022,26,0.141,0.83,0.519,0.000101,8,0.0961,-9.202,0.0594,95.968,0.648,Hindi,Neutral,https://open.spotify.com/track/6m3ZqppRXccBUsDx5rfw80
Samjhe Na,Amit Trivedi,2022,27,0.401,0.935,0.483,0.00106,8,0.0949,-8.266,0.176,100.028,0.692,Hindi,Neutral,https://open.spotify.com/track/24tI4KfHROiG1cZNPerXWo
Zidd,Amit Trivedi,2022,29,0.761,0.576,0.443,0.000163,9,0.105,-10.954,0.0312,74.99,0.512,Hindi,Calm,https://open.spotify.com/track/1cXxZrcvzorwSUhUIctDsH
Haan Kar De,Amit Trivedi,2022,22,0.572,0.819,0.485,2.10E-06,1,0.0686,-7.761,0.0397,105,0.408,Hindi,Neutral,https://open.spotify.com/track/3fUrDMzPMrE5N6YUGa22Hk
Dil Na Tod,Amit Trivedi,2022,16,0.892,0.321,0.207,0.0321,1,0.102,-16.763,0.0349,80.034,0.223,Hindi,Sad,https://open.spotify.com/track/5kOj7NByP1vRdYY6fo9cMI
Gol Gappa,Amit Trivedi,2022,16,0.315,0.831,0.726,0.00518,7,0.105,-6.119,0.0634,126.003,0.965,Hindi,Happy,https://open.spotify.com/track/2itL9xxzZAjQOAcEGsOBtO
Jaan Leke Gayi,Amit Trivedi,2022,20,0.663,0.797,0.416,1.35E-05,9,0.307,-9.274,0.037,104.895,0.419,Hindi,Neutral,https://open.spotify.com/track/5WE1TavA3qwQXnh7njFb63
Jadu Salona,Amit Trivedi,2022,23,0.92,0.604,0.281,0.0274,0,0.108,-11.76,0.0261,140.012,0.25,Hindi,Sad,https://open.spotify.com/track/6Eq3E0eekWhb56ZPGCmE0L
Dhol,Amit Trivedi,2022,13,0.461,0.637,0.62,0.0105,6,0.0968,-6.957,0.236,189.055,0.824,Hindi,Energetic,https://open.spotify.com/track/0uCy8sRHO7XJ9Ezm73USrM
LAAGNI,Amit Trivedi,2022,15,0.86,0.561,0.482,0.00667,0,0.14,-7.212,0.023,90.009,0.1,Hindi,Calm,https://open.spotify.com/track/47Os7iRnGaRvVjwf70gLuI
Mera Love Main,Amit Trivedi,2022,5,0.126,0.811,0.57,0.000175,6,0.0549,-8.783,0.0345,129.968,0.78,Hindi,Neutral,https://open.spotify.com/track/5XSiXMSfprQMvncRORLF7t
Hindustan Meri Jaan,Amit Trivedi,2022,19,0.685,0.521,0.465,0.00548,6,0.0991,-9.586,0.0421,94.857,0.322,Hindi,Calm,https://open.spotify.com/track/6GUqSs2tkEwJUyOEMVfNcj
Rahiyo Na,Amit Trivedi,2022,12,0.321,0.713,0.594,0.0328,2,0.359,-8.529,0.0292,131.978,0.669,Hindi,Neutral,https://open.spotify.com/track/1Sh1qSxqn6JkTSBDLlbj1f
"Atak Gaya - From ""Badhaai Do""",Amit Trivedi,2022,20,0.82,0.624,0.694,0.00266,5,0.182,-5.029,0.0309,81.963,0.343,Hindi,Energetic,https://open.spotify.com/track/3HV2Wezf3cCRc7rD2iyrXY
"Zidd - From ""Prem Prakaran""",Amit Trivedi,2022,26,0.761,0.576,0.443,0.000163,9,0.105,-10.954,0.0312,74.99,0.512,Hindi,Calm,https://open.spotify.com/track/6qQFcgZPGeDzqAQaXxNaTW
Kori Ne Kaachi,Amit Trivedi,2022,11,0.687,0.664,0.515,0.0103,4,0.161,-6.276,0.024,90,0.352,Hindi,Neutral,https://open.spotify.com/track/5Pgb3fiDHs7kRDCOiVentZ
Tu Juhi Re - Jigardan Version,Amit Trivedi,2022,7,0.49,0.633,0.525,0.000727,5,0.0985,-7.209,0.023,85.989,0.305,Hindi,Neutral,https://open.spotify.com/track/7sj9BDV0nxFMZbfgkLQSRP
"Grey Wala Shade (From ""Manmarziyaan"") - Lofi Mix",Amit Trivedi,2022,21,0.46,0.647,0.301,0.0286,0,0.351,-15.47,0.0365,75.01,0.586,Hindi,Calm,https://open.spotify.com/track/6UBjpqvS4xVw4OdSVlgcQu
Fari Fari,Amit Trivedi,2022,11,0.38,0.759,0.513,5.14E-06,9,0.0735,-8.998,0.0309,95.005,0.824,Hindi,Neutral,https://open.spotify.com/track/1HGjnIWsoKlFtnbOXdLATa
Tu Nathi Toh,Amit Trivedi,2022,12,0.55,0.606,0.61,0.000236,0,0.078,-7.365,0.0342,80.011,0.196,Hindi,Energetic,https://open.spotify.com/track/0ziIQ4Gf6zWh6uFYwbZZFr
Navi Zindagi,Amit Trivedi,2022,7,0.459,0.746,0.67,0.0475,2,0.0904,-9.787,0.0366,105.984,0.538,Hindi,Energetic,https://open.spotify.com/track/7CYlkoYShEp54AmBTsXwSb
Tu Juhi Re,Amit Trivedi,2022,8,0.471,0.668,0.428,0.0015,9,0.28,-7.45,0.0235,85.991,0.325,Hindi,Calm,https://open.spotify.com/track/4TzAzJOAUAJvFpyawit06j
LAAGNI - From Prem Prakaran,Amit Trivedi,2022,10,0.86,0.561,0.482,0.00667,0,0.14,-7.212,0.023,90.009,0.1,Hindi,Calm,https://open.spotify.com/track/1IB2wllQMmfpCagOXWhZya
Yaado Taari,Amit Trivedi,2022,9,0.261,0.479,0.645,0.000241,7,0.16,-7.248,0.0346,160.061,0.154,Hindi,Neutral,https://open.spotify.com/track/4adjIJX0JnbTnl74Ln9Mcm
"Dheere Dheere (From ""Thai Massage"")",Amit Trivedi,2022,4,0.764,0.631,0.601,8.25E-05,1,0.188,-9.127,0.0635,164.831,0.8,Hindi,Energetic,https://open.spotify.com/track/3k8SZgCbv0eNKfJjtSEAyC
Lakiro,Amit Trivedi,2022,8,0.518,0.624,0.499,0,2,0.111,-6.476,0.0286,120.081,0.492,Hindi,Neutral,https://open.spotify.com/track/3SW24LTlkClDb4blnDt1kK
Vaadli,Amit Trivedi,2022,12,0.166,0.489,0.614,0,1,0.118,-5.755,0.0312,90.028,0.133,Hindi,Neutral,https://open.spotify.com/track/0XklVrchCtn9DPyzbOnxIL
"Vaadli - From ""Prem Prakaran""",Amit Trivedi,2022,5,0.166,0.489,0.614,0,1,0.118,-5.755,0.0312,90.028,0.133,Hindi,Neutral,https://open.spotify.com/track/0XklVrchCtn9DPyzbOnxIL
Om Jai Jagdish,Amit Trivedi,2022,5,0.791,0.54,0.533,0.00285,3,0.113,-7.749,0.0269,177.892,0.339,Hindi,Neutral,https://open.spotify.com/track/4xGBNOFogJSbrCVOseM7lK
Psycho Pilla,Amit Trivedi,2022,1,0.344,0.741,0.556,0.000374,4,0.135,-9.949,0.0791,90.069,0.403,Hindi,Neutral,https://open.spotify.com/track/2cSJivrNPFUmlWTlEZeTbc
"Har Bachcha Hai Rocket - From ""Rocket Gang""",Amit Trivedi,2022,0,0.0587,0.917,0.618,0.00418,10,0.194,-7.498,0.0705,108.021,0.629,Hindi,Energetic,https://open.spotify.com/track/5dNHSxV1dE8aGNAMGdUTZs
Naaraazgi Teri,Amit Trivedi,2022,0,0.0341,0.684,0.44,0.000332,8,0.0744,-12.714,0.0624,130.03,0.12,Hindi,Neutral,https://open.spotify.com/track/0Nz797gvcG47DaXhZQaw1N
Lakiro - Club Mix,Amit Trivedi,2022,1,0.0402,0.748,0.91,3.29E-05,11,0.0452,-4.139,0.048,128.018,0.749,Hindi,Happy,https://open.spotify.com/track/1LajZUqDDiKRXthyEpSmRt
Dil Vapis,Amit Trivedi,2022,0,0.186,0.616,0.944,0.000123,8,0.154,-12.789,0.0546,135.203,0.557,Hindi,Energetic,https://open.spotify.com/track/4vGQMHOhfBofZjakBBTu6F
Madhubala,Amit Trivedi,2021,57,0.983,0.671,0.182,0.0154,0,0.123,-13.321,0.0293,107.872,0.336,Hindi,Sad,https://open.spotify.com/track/3hcwpXiJtR7kwDrWllcH0v
Lagan Laagi Re,Amit Trivedi,2021,53,0.875,0.398,0.29,0,0,0.152,-10.273,0.0314,138.317,0.215,Hindi,Sad,https://open.spotify.com/track/3bM0sCyyhglscs8EvsBZ36
"Dosti (From ""RRR"")",Amit Trivedi,2021,45,0.504,0.68,0.65,0.000624,5,0.108,-8.676,0.0389,149.952,0.555,Hindi,Energetic,https://open.spotify.com/track/2OsAjPo5sDkTgaRMx6fRHg
Lagan Laagi Re - Reprise,Amit Trivedi,2021,40,0.84,0.461,0.285,0.00068,10,0.0753,-14.619,0.0423,119.558,0.335,Hindi,Sad,https://open.spotify.com/track/0HwuF2kfOgNIkFadxfT37M
Madhubala - Reprise,Amit Trivedi,2021,31,0.849,0.77,0.246,0.0116,10,0.138,-12.508,0.0327,96.01,0.283,Hindi,Sad,https://open.spotify.com/track/7aqgy7HwoUYJWCX6p915wb
Ishaqzaade - Violin Version (Instrumental),Amit Trivedi,2021,32,0.731,0.299,0.384,0.361,0,0.0918,-6.921,0.0389,79.759,0.112,Hindi,Sad,https://open.spotify.com/track/5U0T0fd4sYM6pETLYCyAKr
Rusvaaiyaan,Amit Trivedi,2021,28,0.603,0.621,0.359,0.000101,7,0.107,-10.602,0.0258,95.966,0.251,Hindi,Sad,https://open.spotify.com/track/1YcLusiI85b6bnrD1AcoIo
ICC Men's T20 World Cup 2021 Official Anthem,Amit Trivedi,2021,32,0.0504,0.788,0.555,1.31E-05,2,0.679,-7.396,0.0694,139.957,0.743,Hindi,Neutral,https://open.spotify.com/track/0ye7rFzoM4nxJuxsGhU1tC
Ajnabi,Amit Trivedi,2021,25,0.819,0.74,0.281,8.66E-05,0,0.129,-11.565,0.0378,112.01,0.48,Hindi,Neutral,https://open.spotify.com/track/3SWRGlDqE3Ch7Fo7eZ3K6K
Pareshaan - Violin Version (Instrumental),Amit Trivedi,2021,19,0.19,0.464,0.503,0.251,2,0.136,-8.863,0.0353,150.189,0.262,Hindi,Neutral,https://open.spotify.com/track/4j0v1CvtOyk94GgXjp5cme
Chori Chori,Amit Trivedi,2021,24,0.876,0.572,0.294,0.00293,2,0.0955,-9.471,0.0301,129.929,0.321,Hindi,Sad,https://open.spotify.com/track/3cQvfluA70PGNFZWCl6ApE
Nonstop Party Mix - 2021 Mashup,Amit Trivedi,2021,29,0.178,0.643,0.844,4.66E-06,9,0.242,-5.539,0.045,135.085,0.413,Hindi,Energetic,https://open.spotify.com/track/1HTpmbXSU50zXakgOSbbtw
Dil Wapas,Amit Trivedi,2021,21,0.929,0.595,0.31,0.00104,7,0.132,-9.737,0.033,120.111,0.235,Hindi,Sad,https://open.spotify.com/track/6LTJ7CNBT7gRxJzhJoHz7n
Churaya,Amit Trivedi,2021,18,0.175,0.844,0.626,0.000844,0,0.063,-8.296,0.0392,126.006,0.834,Hindi,Energetic,https://open.spotify.com/track/5hQqp4qM3tdLn1BksmHnN9
Tu Kabhi Kabhi,Amit Trivedi,2021,20,0.281,0.676,0.692,0.0324,3,0.0837,-7.761,0.0375,97.952,0.51,Hindi,Energetic,https://open.spotify.com/track/0RHlIDfOIlVSytakD8oSCe
Khoya Paaya,Amit Trivedi,2021,23,0.584,0.426,0.416,0.00859,6,0.124,-8.287,0.0275,158.93,0.29,Hindi,Neutral,https://open.spotify.com/track/5ZSzfQLoyA56T1TrqdkNDh
Mooch (From Sonic Roots - Songs of Soil),Amit Trivedi,2021,26,0.116,0.845,0.555,0,11,0.112,-7.329,0.0762,94.024,0.584,Hindi,Neutral,https://open.spotify.com/track/5Ahp1Ru3jrl1pDTyFmFVFa
Raunakein (From Sonic Roots - Songs of Soil),Amit Trivedi,2021,11,0.521,0.722,0.815,4.08E-05,10,0.15,-7.38,0.0589,99.982,0.77,Hindi,Happy,https://open.spotify.com/track/0l7i8WCOaM5RroOm9m7mmO
"Pareshaan (From ""MTV Unplugged"")",Amit Trivedi,2021,14,0.201,0.464,0.493,0.000134,2,0.134,-9.753,0.0629,110.683,0.492,Hindi,Neutral,https://open.spotify.com/track/5PG9wItg5FJseXbVq1CIqD
O Jogiya,Amit Trivedi,2021,17,0.56,0.579,0.39,0,6,0.106,-7.708,0.0331,134.937,0.178,Hindi,Sad,https://open.spotify.com/track/2TkBMFx1olpPKh75GvRDsW
Jhalla Wallah - Remix,Amit Trivedi,2021,18,0.133,0.733,0.738,4.23E-06,4,0.363,-10.22,0.053,102.015,0.87,Hindi,Happy,https://open.spotify.com/track/6H6bIMDMA8FUyGiug6sF52
Tedo Tedo - From Sonic Roots - Songs of Soil,Amit Trivedi,2021,18,0.539,0.658,0.781,5.73E-06,7,0.118,-7.213,0.292,179.918,0.712,Hindi,Happy,https://open.spotify.com/track/0BD132qaHZZAxQUlhLlDWI
Rusvaaiyaan (From Songs of Love),Amit Trivedi,2021,19,0.603,0.621,0.359,0.000101,7,0.107,-10.602,0.0258,95.966,0.251,Hindi,Sad,https://open.spotify.com/track/2JMnWNuFrk6HJHR87QT6vJ
FataFaati (From Sonic Roots - Songs of Soil),Amit Trivedi,2021,8,0.91,0.489,0.36,5.79E-05,6,0.0965,-8.754,0.0432,146.996,0.502,Hindi,Neutral,https://open.spotify.com/track/5SWJuofzk5wHUqftdVjFkO
Naina Da Kya Kasoor - DJ Amit B Remix,Amit Trivedi,2021,6,0.0277,0.65,0.866,0.15,9,0.157,-7.76,0.0447,126.016,0.678,Hindi,Energetic,https://open.spotify.com/track/04ahOsrTNIU1TwQE4iosMY
Bhagwa (From Sonic Roots - Songs of Soil),Amit Trivedi,2021,7,0.264,0.752,0.789,0.000268,0,0.27,-6.448,0.115,100.007,0.511,Hindi,Energetic,https://open.spotify.com/track/6i2XPC48UDYm6ud6cUZXI4
Bharat Ki Beti - DJ Raahul Pai And Deejay Rax Remix,Amit Trivedi,2021,6,0.0855,0.577,0.71,0,0,0.535,-3.645,0.0411,160.094,0.53,Hindi,Neutral,https://open.spotify.com/track/4MjA6HbKzKr4yEvLxsxELC
Zindagi Tere Naam,Amit Trivedi,2021,17,0.826,0.413,0.398,7.11E-05,10,0.24,-9.806,0.0341,78.163,0.187,Hindi,Sad,https://open.spotify.com/track/6G54laxItvIjqZw2vkOrdf
"Meenaatchi Meenaatchi - From ""Sonic Roots - Songs of Soil""",Amit Trivedi,2021,4,0.582,0.547,0.759,0.00158,9,0.0607,-7.01,0.233,81.255,0.725,Hindi,Happy,https://open.spotify.com/track/3iQKL26iv5ow0BYM9SX0CV
Moti Veraana (From Songs of Faith),Amit Trivedi,2020,56,0.269,0.71,0.783,3.31E-05,10,0.0842,-6.739,0.075,112.503,0.624,Hindi,Energetic,https://open.spotify.com/track/6qhTVtHIsK8WVf7biagk7O
Main Lad Lunga,Amit Trivedi,2020,47,0.945,0.529,0.311,0.0102,0,0.142,-9.394,0.03,80.059,0.144,Hindi,Sad,https://open.spotify.com/track/3brRp73D8CJ3o9l3KLzLcM
Baithi Hai,Amit Trivedi,2020,38,0.33,0.769,0.462,0.0943,5,0.117,-9.176,0.0351,96.001,0.0539,Hindi,Calm,https://open.spotify.com/track/0HBs3NUUS4qDOX6MAuNuG2
Radhe (From Songs of Faith),Amit Trivedi,2020,35,0.544,0.673,0.806,0.00265,7,0.529,-7.653,0.0636,129.996,0.767,Hindi,Happy,https://open.spotify.com/track/3H1vNEDvVDLEqzLbubsrpL
Ganpati (From Songs of Faith),Amit Trivedi,2020,30,0.64,0.559,0.812,0,11,0.124,-5.215,0.184,179.996,0.668,Hindi,Neutral,https://open.spotify.com/track/0XUViyJgT7d4c8pguzCVFx
Shiv (From Songs of Faith),Amit Trivedi,2020,32,0.682,0.663,0.918,0.000786,8,0.105,-7.091,0.226,169.91,0.663,Hindi,Energetic,https://open.spotify.com/track/0hAludDA47O7A2J79vEL89
Vastunna Vachestunna,Shreya Ghoshal,2020,43,0.546,0.623,0.386,0.0047,4,0.118,-10.502,0.0763,180.167,0.269,Hindi,Sad,https://open.spotify.com/track/0VMigv7BI8OpP6CRSkyKX6
Raavan,Amit Trivedi,2020,30,0.327,0.776,0.824,0.0325,11,0.101,-7.9,0.0471,133.98,0.363,Hindi,Energetic,https://open.spotify.com/track/0SBw9l6ZmEOznl4zBa4nrO
Pavansutt (From Songs of Faith),Amit Trivedi,2020,21,0.583,0.741,0.747,3.33E-05,1,0.371,-6.353,0.0879,130.019,0.96,Hindi,Happy,https://open.spotify.com/track/15rc5tvz70DjFy3BDqkO5A
Karle Trip,Amit Trivedi,2020,28,0.0144,0.66,0.709,0.00392,11,0.0967,-8.215,0.0479,156.02,0.217,Hindi,Energetic,https://open.spotify.com/track/3lipICYzM8ro42xzYQYAeq
Inshallah (From Songs of Dance),Amit Trivedi,2020,21,0.213,0.917,0.63,0.0262,10,0.138,-7.486,0.0537,127.996,0.941,Hindi,Energetic,https://open.spotify.com/track/2KeR9FglqFXyqh0UY7apNi
Morniye (From Songs of Dance),Amit Trivedi,2020,20,0.299,0.65,0.768,0.00836,2,0.0705,-4.847,0.0908,196.037,0.387,Hindi,Energetic,https://open.spotify.com/track/6Br3z4OZjic5N66IR8T1EU
Madhubala (From Songs of Love),Amit Trivedi,2020,26,0.983,0.671,0.182,0.0154,0,0.123,-13.321,0.0293,107.872,0.336,Hindi,Sad,https://open.spotify.com/track/1ZMlxEZZaJ7IDYUpr5JXB2
Chale Hai,Amit Trivedi,2020,20,0.398,0.673,0.416,7.52E-05,2,0.0898,-9.994,0.0524,135.989,0.43,Hindi,Neutral,https://open.spotify.com/track/0ESyjnRLSJZJJUaKKDxL00
Jump (From Songs of Dance),Amit Trivedi,2020,11,0.00413,0.758,0.706,0.0044,2,0.0787,-5.675,0.0596,99.953,0.378,Hindi,Energetic,https://open.spotify.com/track/43daAaN8vhTitXGFQRaqCN
Dilli Di Kudhiyaan (From Songs of Dance),Amit Trivedi,2020,12,0.151,0.772,0.819,9.42E-05,9,0.13,-6.323,0.0451,116.97,0.856,Hindi,Happy,https://open.spotify.com/track/5l7C0kGpKr0Obdg1ZC7KIv
"London Thumkda Unplugged (From ""Mtv Unplugged Season 6"")",Amit Trivedi,2020,4,0.295,0.803,0.784,0,0,0.0596,-4.613,0.11,139.985,0.708,Hindi,Happy,https://open.spotify.com/track/6fqqaFLQuBQi3i0WC2jGS5
Ghum,Amit Trivedi,2020,4,0.0536,0.726,0.766,1.30E-05,0,0.109,-6.677,0.0457,97.015,0.846,Hindi,Happy,https://open.spotify.com/track/5y9fWf6qvSK2pZgMEjxjlc
Kando Kando - Remix Version,Amit Trivedi,2020,6,0.252,0.675,0.885,0.00616,5,0.569,-6.242,0.0382,120.493,0.657,Hindi,Energetic,https://open.spotify.com/track/2RQrmtbcw8p893J30ANnil
"Zinda (From ""Lootera"")",Amit Trivedi,2020,1,0.436,0.488,0.42,0.101,9,0.104,-9.693,0.0266,90.022,0.216,Hindi,Calm,https://open.spotify.com/track/5pwq1auq5nXdWWa3cB1dGW
"Nindaraan Diyaan (From ""Blackmail"")",Amit Trivedi,2020,0,0.0359,0.591,0.718,0.00356,0,0.226,-5.584,0.0258,112.022,0.73,Hindi,Happy,https://open.spotify.com/track/4DrVNUUTXCNS4Weq0nPtkg
Raathe Marindaa,Amit Trivedi,2020,1,0.565,0.511,0.427,3.90E-06,0,0.106,-6.351,0.0301,143.981,0.276,Hindi,Neutral,https://open.spotify.com/track/5Vn39WgamGTGhH2AfUvWIn
Kando Kando,Amit Trivedi,2019,54,0.834,0.767,0.315,0.00124,0,0.0798,-10.465,0.0331,101.966,0.696,Hindi,Neutral,https://open.spotify.com/track/07gly1eDYvkJmqVylYtPQX
Roar Macha Delhi Capitals Official Anthem,Amit Trivedi,2019,29,0.106,0.919,0.904,0,10,0.0917,-3.469,0.215,129.988,0.671,Hindi,Energetic,https://open.spotify.com/track/50RnqMzaPYAxahbeY1gCTb
Qaafirana (Kedarnath) - Female Version,Amit Trivedi,2019,16,0.854,0.426,0.42,0,1,0.0709,-7.67,0.0283,75.081,0.3,Hindi,Calm,https://open.spotify.com/track/6aPzLjJTzFUAv3bRCMvKA1
"Angrezi Luv Shuv - From ""The Extraordinary Journey Of The Fakir""",Amit Trivedi,2019,9,0.643,0.717,0.57,2.74E-05,6,0.0784,-7.48,0.0383,110.02,0.698,Hindi,Neutral,https://open.spotify.com/track/1sUKS7DX9dntdQKABHWSgM
"Aankh Micholi (From ""Dev D"")",Amit Trivedi,2019,3,0.0413,0.654,0.782,0.00286,7,0.0903,-8.923,0.028,130.02,0.38,Hindi,Energetic,https://open.spotify.com/track/5IX2GecTFdrRQ2Ou1iAJik
Iktara - Yaari Version,Amit Trivedi,2019,4,0.474,0.591,0.721,3.75E-05,2,0.0976,-6.022,0.0815,159.851,0.279,Hindi,Neutral,https://open.spotify.com/track/5kjKtJdYjWVpO2kZKb0N7m
"Nayan Tarse (From ""Dev D"")",Amit Trivedi,2019,8,0.186,0.602,0.67,0.00451,11,0.199,-8.325,0.109,159.996,0.429,Hindi,Energetic,https://open.spotify.com/track/6JMeF8E387dMaEA20QwC5z
Naina Da Kya Kasoor - DJ Raahul Pai Remix,Amit Trivedi,2019,2,0.114,0.839,0.908,0.00185,6,0.0348,-5.233,0.0463,127.978,0.836,Hindi,Happy,https://open.spotify.com/track/19oqkCQbDismwIEkrVLdSu
The Love Mashup,Amit Trivedi,2019,4,0.0287,0.671,0.713,0.000177,4,0.219,-6.212,0.0354,99.976,0.107,Hindi,Energetic,https://open.spotify.com/track/7vqPUYGw0b2DGVNCtAmwWz
Love Mashup by DJ VKEY,Amit Trivedi,2019,7,0.0466,0.433,0.688,0,1,0.313,-9.052,0.0536,127.953,0.215,Hindi,Neutral,https://open.spotify.com/track/6ujZid9dAYyzBgS1Cq8nwX
Ho Ke Juda,Amit Trivedi,2019,0,0.611,0.583,0.449,0.000803,9,0.141,-11.725,0.0307,95.015,0.22,Hindi,Calm,https://open.spotify.com/track/4fZpkABcyHPcJp2LFrSBFt
Daryaa,Amit Trivedi,2018,63,0.153,0.567,0.526,2.34E-06,8,0.103,-5.029,0.0251,91.999,0.231,Hindi,Neutral,https://open.spotify.com/track/5WJ7hrAsgcfncN8zussoFq
Dhayaanchand,Amit Trivedi,2018,34,0.167,0.889,0.866,0.00562,8,0.055,-3.478,0.177,141.95,0.95,Hindi,Happy,https://open.spotify.com/track/7xMaXnfJpeS7ZaMAsN64zJ
Sacchi Mohabbat,Amit Trivedi,2018,41,0.285,0.525,0.604,1.78E-06,4,0.1,-6.119,0.067,169.881,0.173,Hindi,Neutral,https://open.spotify.com/track/790D3Jf8ZxfcCWkcITtkUP
Chonch Ladhiyaan,Amit Trivedi,2018,36,0.752,0.682,0.418,0,6,0.0856,-5.91,0.0333,151.915,0.574,Hindi,Neutral,https://open.spotify.com/track/6zo452QS8NadFVguImxqm4
Jaisi Teri Marzi,Amit Trivedi,2018,34,0.404,0.6,0.66,0,7,0.229,-6.164,0.0363,83.025,0.289,Hindi,Neutral,https://open.spotify.com/track/7KKzPhYAjFfgtnyq5cHy7b
Halla,Amit Trivedi,2018,32,0.645,0.477,0.573,0.222,10,0.144,-7.213,0.0392,120.036,0.197,Hindi,Neutral,https://open.spotify.com/track/1LrLUMPWyapk4g8IQbQHHv
F For Fyaar,Amit Trivedi,2018,30,0.263,0.878,0.704,3.02E-06,2,0.336,-3.591,0.0823,138.066,0.448,Hindi,Energetic,https://open.spotify.com/track/6NG7XF2yBTKemcojsGR7cd
Rangaa Re Hindi,Amit Trivedi,2018,30,0.294,0.577,0.673,0.0072,2,0.248,-5.507,0.045,81.949,0.148,Hindi,Neutral,https://open.spotify.com/track/50r6HvR7MSm8C161tls4Y7
Bijlee Giregi,Amit Trivedi,2018,25,0.0298,0.828,0.617,4.92E-05,9,0.0893,-4.561,0.0564,132.092,0.534,Hindi,Energetic,https://open.spotify.com/track/2WSKK5j2Wp8QAzH6fnTeei
